07:10 HC 2024-07-08
codigo_postal,direccion_fisica,tipo_envio,forma_pago
15375,AMerica 123.,2,1
H9192JQR,Del $ol 1357.,5,2
94727-08X,Vieira Souto 123.,1,1
3270040,San Martin 123.,4,2
6927,Del $ol 1357.,6,2
Y0820UVE,Independencia 1357.,1,1
2197,Atlantico 123.,0,1
F2516TGP,Bolivar 2024.,0,2
073227,Los Andes 2024.,5,1
8577008,Pacifico 2024.,6,2
67608,Del $ol 456.,4,2
42037-925,Oscar Freire #999.,3,1
264757,Los Andes 456.,1,2
908527,Del $ol #999.,5,2
Z2X19DPD,Los Andes 987.,6,2
7953289,Atlantico 1357.,4,2
583549,Del $ol 2024.,0,2
918207,Los Andes 123.,3,1
50782,Atlantico 123.,2,1
4647X1,AMerica 456.,5,1
604031,Revolucion 987.,3,2
H0714EXF,San Martin 2468.,3,2
20009-X79,Oscar Freire 2468.,1,2
X2178-410,Paulista 1357.,6,2
2830X82,Los Andes 1357.,2,1
3556X-077,Rio Branco 456.,3,1
T6384PZT,Del $ol 123.,2,2
1012,Pacifico 987.,1,2
7014,Los Andes 123.,3,2
330106,Libertad 123.,6,1
4232345,Los Andes 987.,1,1
F041XMYA,Revolucion 2468.,1,1
398X7-945,Oscar Freire 2468.,3,2
6976018,Los Andes 1357.,2,1
X803011,Los Andes 123.,4,1
77750-6X5,DO Porto 987.,3,2
850070,San Martin 456.,0,1
53XX,Libertad #999.,1,1
104307,AMerica 987.,4,1
81084-288,Vieira Souto 2468.,6,1
001162,San Martin #999.,6,1
P4069EAC,AMerica 2468.,1,1
L4694GZO,Libertad 456.,1,1
402040,Del $ol 2468.,1,1
88457-590,Rio Branco 1357.,2,1
6480,AMerica 1357.,0,1
29123,Bolivar 456.,3,2
20950,Atlantico 2024.,5,2
937630,Bolivar 987.,3,1
872688,Los Andes 2024.,4,1
68794,AMerica 987.,5,2
8X040-992,Bra$il 2024.,3,2
5840,Bolivar #999.,1,2
1202639,AMerica 456.,3,2
0801737,Revolucion #999.,5,2
753296,AMerica 1357.,2,1
7X071,Libertad 2468.,2,1
0348,Libertad 123.,6,2
5074850,Los Andes 987.,3,1
39506,Atlantico 2468.,1,2
460503,Independencia 1357.,4,2
2802,Pacifico 456.,5,2
7084099,Atlantico #999.,0,2
1947,Bolivar 987.,1,2
10002,Independencia 123.,0,1
99096,Los Andes 456.,4,1
U1309POE,Pacifico 123.,3,2
P0443EYE,Independencia #999.,3,1
2084,Independencia 456.,3,1
2886630,Revolucion #999.,0,1
3464092,Los Andes 123.,1,1
3524400,Revolucion 1357.,6,2
L8699UWA,Independencia 2468.,0,1
840598,Bolivar 2024.,6,2
55208,San Martin 1357.,2,1
P1468QUL,AMerica #999.,0,2
50848-273,Vieira Souto 1357.,5,2
7718802,Independencia 456.,0,1
61481-860,Rio Branco 456.,3,2
12800-215,Oscar Freire 987.,4,1
70X26X,Atlantico 456.,5,2
1120,Del $ol 2024.,5,2
52X1646,Bolivar 123.,0,1
480016,Libertad 2024.,1,2
X3655,Independencia 1357.,0,2
269641,Libertad 456.,2,2
S4452LZE,Revolucion 2468.,5,1
0742,Bolivar 2468.,4,2
3230360,Pacifico 2024.,3,2
810X,Independencia #999.,5,2
200780,San Martin 987.,1,2
794706,Los Andes 456.,2,2
17002-985,Das Flores 1357.,4,2
W2049NRJ,Atlantico #999.,3,1
0357087,Del $ol 456.,4,1
57506-484,Rio Branco 123.,1,2
981514,Del $ol 123.,3,2
5408033,San Martin 2468.,4,1
3X16,Libertad 1357.,3,1
M3088CXW,Atlantico 2468.,6,1
O6767TFP,Atlantico 2468.,3,1
3572,Revolucion 2024.,3,2
80X5,San Martin 1357.,0,1
09001,Del $ol #999.,6,2
W5860GKC,Independencia 2468.,3,2
0900XX9,Bolivar 987.,5,2
474293,Del $ol #999.,1,1
056700,Pacifico 987.,0,1
HX261XPL,Los Andes 123.,5,2
13966-283,Paulista 2024.,4,1
12X7,Revolucion 987.,0,1
95193-503,Das Flores 456.,2,2
001513,Pacifico 1357.,1,2
0766X-1X0,Rio Branco 123.,3,1
348828,Independencia 456.,5,1
2430,Independencia 456.,2,1
8X922,Bolivar 123.,5,1
6323049,Independencia 2024.,0,2
U2687HWH,Atlantico 1357.,4,1
03167-604,Oscar Freire 456.,0,1
96343,San Martin 2468.,2,1
503004,Revolucion 987.,2,1
50059,Libertad 1357.,4,1
U1508SFA,Los Andes 987.,5,1
09025,Atlantico 2024.,2,1
5X07004,Bolivar 456.,0,2
X0083,Libertad 987.,3,1
643069,AMerica 1357.,0,2
80050,Bolivar #999.,4,2
2515,Libertad #999.,6,1
9812,Pacifico 2024.,5,2
80991,Los Andes 456.,4,2
58377-863,Das Pedras 987.,0,1
32801-X60,Oscar Freire #999.,4,1
83199,Pacifico 123.,2,1
144761,San Martin 987.,5,2
75809,AMerica 2024.,3,2
6X293,San Martin 1357.,1,1
6448048,Los Andes 123.,1,2
5133403,Los Andes #999.,0,1
A0067COD,Del $ol 1357.,2,1
14490,San Martin 123.,5,2
804206,Revolucion #999.,5,1
4630547,Los Andes 987.,6,2
8082,Del $ol 2024.,3,1
A0X01JEY,AMerica 2024.,6,1
243384,Atlantico #999.,3,2
3X510-276,Bra$il 987.,2,2
70201-807,Vieira Souto 123.,3,1
9015X-170,DO Porto 456.,3,1
18X4,Independencia 456.,5,2
X0989,San Martin 987.,2,2
356014,AMerica 987.,1,2
B0273EMZ,Pacifico 456.,6,2
2431600,AMerica 456.,3,2
X5230-134,Rio Branco 456.,3,1
7476,Bolivar 1357.,1,1
3433,San Martin 987.,5,2
T7980GBB,San Martin 2024.,1,1
06631,Del $ol 123.,5,1
31808,Pacifico 123.,4,2
4140,Del $ol 1357.,4,2
F7342PSU,Bolivar #999.,6,2
7073,Los Andes 456.,2,1
607542,Pacifico 1357.,2,1
34218,Independencia 2024.,2,2
W3X79ZQI,Independencia 1357.,6,1
2009,AMerica #999.,5,1
13231,Los Andes 987.,0,1
29595-303,Vieira Souto 456.,2,2
X105,Revolucion 1357.,6,2
X0355-282,Rio Branco 1357.,3,2
00942,Bolivar 123.,3,2
5600,Pacifico 456.,3,1
1025,AMerica #999.,1,1
6200,Pacifico 987.,5,2
2630,Los Andes 123.,3,1
487536,Libertad 1357.,3,2
070X43,Del $ol 2468.,5,1
50226,Independencia 456.,6,1
5431,Pacifico 2468.,2,1
893272,Independencia 123.,1,1
700248,Atlantico 456.,2,2
SX063ZDQ,AMerica 2468.,1,1
X9825,Revolucion 1357.,0,1
30244-624,Oscar Freire #999.,2,1
8000095,Revolucion 987.,6,1
L362XEXH,Del $ol #999.,4,1
X3X11,Revolucion 987.,2,2
D5279LEA,Pacifico 456.,4,1
0220,Independencia 2024.,4,2
X821X,Los Andes 456.,3,2
04359,Atlantico 123.,0,1
480190,Pacifico 987.,0,2
25620,Los Andes 456.,0,2
5333,Pacifico 456.,5,2
540X74,Independencia #999.,4,2
V7527SRN,Atlantico 2024.,5,1
060453,Del $ol 2468.,0,1
10849X,Del $ol 1357.,3,2
9430,Revolucion 987.,0,1
4259321,Revolucion 2024.,4,1
37440-015,Rio Branco 123.,5,1
20781,San Martin 456.,5,1
K1480AED,San Martin #999.,6,1
4989390,Revolucion 123.,6,2
490048,Libertad 123.,6,1
10X33,Los Andes 456.,2,2
V0815YBS,Los Andes 456.,5,1
X6X1,AMerica #999.,2,1
93610-262,Ouvidor 2024.,2,2
28752-318,Rio Branco 2468.,0,1
257000,Los Andes #999.,2,1
8X050,AMerica 2024.,0,1
74X01-417,DO Porto 2468.,3,2
2404,Revolucion 456.,4,2
0572,Del $ol 2024.,0,1
33420-761,Oscar Freire 2468.,6,1
056617,Del $ol 123.,2,1
836897,Revolucion 987.,6,1
68200X3,Independencia 1357.,4,2
046580,AMerica 456.,1,1
76012-215,Bra$il 1357.,6,2
8872,Bolivar 1357.,5,2
97384,Los Andes 2024.,0,1
631463,Revolucion 2468.,5,2
5317,Revolucion 456.,6,1
X02789,Libertad 987.,2,2
8416291,Libertad 1357.,6,2
919X,AMerica 2024.,6,2
06X393,Bolivar 123.,6,1
5219,Independencia 2024.,4,2
921171,Del $ol 123.,5,2
8126,AMerica 2024.,2,1
80992-150,Bra$il 1357.,2,2
25067,Pacifico 456.,1,1
77757,Libertad 2024.,2,2
283423X,Atlantico 2468.,0,1
FX527ZYU,Revolucion #999.,0,1
31135,Los Andes 2024.,3,1
6087,Revolucion 123.,5,1
801891,Pacifico 123.,6,2
K0029XAE,Independencia 1357.,1,1
632695,Pacifico #999.,5,1
W4209JGQ,Del $ol #999.,2,1
00641-779,Paulista 123.,0,2
I4661WOH,Los Andes 2024.,4,2
7978,Bolivar 1357.,6,2
007182,AMerica 2468.,0,1
5066,Los Andes 456.,5,1
534X099,Independencia 1357.,2,2
654744,Independencia #999.,0,1
0903093,Atlantico 2468.,6,1
1988760,Independencia 2468.,1,1
X0314WFJ,San Martin 1357.,2,1
06675,Los Andes 1357.,1,1
K6336GIS,AMerica #999.,4,2
84081,San Martin 1357.,1,2
Z3378LHO,Bolivar #999.,0,1
76067-213,Bra$il #999.,3,1
76868-303,Rio Branco 2024.,4,2
504328,AMerica 2468.,4,1
O8028XZD,Los Andes 123.,6,2
5420,San Martin 987.,0,2
345674,San Martin 123.,3,2
07478-563,Vieira Souto 1357.,6,2
D9X85OJU,Los Andes 456.,1,2
00839,Atlantico 123.,5,2
772409,Pacifico 2024.,3,1
F3606SYL,AMerica 1357.,0,2
H3308SYX,San Martin 2468.,2,1
86X830,Independencia #999.,0,2
16X47-18X,Paulista 2468.,6,1
1900X6,San Martin 456.,0,1
0992,Los Andes #999.,6,2
3506,Libertad 2024.,4,2
Z5937RWG,San Martin 2468.,4,2
651X056,Bolivar 987.,0,1
O4370IZZ,Pacifico 987.,1,1
0X10,Independencia 987.,3,1
D2307GLG,Del $ol 2024.,4,1
22896,Revolucion 456.,0,2
62609,Pacifico 123.,1,2
327X,Independencia 456.,4,1
0020,AMerica 1357.,2,2
0077,Atlantico 2024.,2,2
558X5-291,Das Pedras 987.,4,1
558342,Revolucion 456.,1,2
5386128,Revolucion 2468.,1,1
77037-600,Ouvidor 2468.,5,1
23309-301,Rio Branco 2468.,3,2
10053-633,Ouvidor 2024.,3,1
14984-205,Vieira Souto 987.,3,1
17647-918,Bra$il 456.,2,1
9672513,Revolucion #999.,1,1
G628XIWE,Revolucion 987.,6,2
6853,Los Andes 123.,0,2
A3038MKE,Bolivar 987.,3,1
47646-683,Vieira Souto 2468.,0,1
5093,Pacifico 456.,5,2
530009,Revolucion 123.,0,1
74088,Libertad 1357.,4,2
11012,Atlantico 987.,1,2
0X0210,Revolucion 2468.,4,1
15338-119,Rio Branco 2468.,4,1
L1019ZGJ,San Martin 987.,1,2
5X80140,Del $ol 987.,0,2
709058,Independencia 987.,0,2
214219,Del $ol 123.,0,1
120071,Los Andes 2468.,1,1
XX570FID,Revolucion 456.,6,1
I5323ZNP,Pacifico 987.,5,1
057704,Revolucion 2024.,4,2
50273-71X,Paulista 456.,4,1
16870-664,DO Porto 2024.,0,1
997654,Revolucion 987.,3,2
944X598,Independencia #999.,6,2
03370,Atlantico 2024.,0,2
2127X15,Independencia 1357.,2,1
S3947DUV,San Martin 987.,3,2
64240-874,Oscar Freire 456.,1,2
91768-193,DO Porto 987.,6,1
62684-581,Das Pedras 2468.,3,1
417400,San Martin 2024.,4,2
22023-062,Das Pedras 456.,2,1
U5368XVH,Independencia #999.,6,1
28110-937,DO Porto 456.,1,1
788017,Revolucion 987.,3,2
54625-301,Bra$il #999.,2,1
24700,Pacifico #999.,6,2
X8359,Del $ol 2468.,5,1
4804,Pacifico 2468.,2,2
5106,AMerica 2468.,6,1
I3716XFE,Revolucion 1357.,5,1
M9480JPF,Pacifico 456.,3,2
8X97009,AMerica 2468.,2,1
S7X90NFM,Del $ol 2468.,6,2
82842,Del $ol #999.,6,2
37X3,Libertad 2468.,2,1
B0006IYJ,AMerica 987.,0,2
83228,Bolivar 2468.,6,2
86170,Pacifico 1357.,0,1
R2920ZZW,Independencia 2468.,5,1
0867X33,Pacifico 1357.,4,1
7X68,Bolivar 2468.,1,2
20611-302,Rio Branco 2468.,4,1
24646,Los Andes #999.,6,1
2005,AMerica 987.,6,1
89012-090,Rio Branco 456.,5,2
20001,Pacifico #999.,5,1
45102,Atlantico 2468.,6,1
10180,Los Andes 1357.,6,2
58321,Libertad 1357.,1,1
W1406UGD,Revolucion 2468.,1,1
3165222,San Martin #999.,6,1
3978673,Atlantico 1357.,4,1
1139,Atlantico 2468.,0,2
905054,Revolucion #999.,1,2
3610,Libertad 2468.,3,1
G5987HWP,Pacifico 123.,2,1
9034,Bolivar 123.,0,1
7770X0,Atlantico 2024.,1,1
75472-423,Paulista 123.,4,1
9841X9,Los Andes 2024.,3,1
0660,San Martin 2024.,3,1
9080623,Pacifico 987.,4,2
0030,Pacifico 456.,1,1
D8804JTT,Revolucion 1357.,4,2
0412,Atlantico 2024.,5,2
3321,Del $ol 456.,2,2
0030771,Libertad 1357.,1,1
Y6172FRP,Revolucion 987.,3,1
40029,AMerica #999.,6,1
5040007,Revolucion 123.,3,2
0939,Pacifico 987.,0,1
362X5-317,Rio Branco #999.,5,1
962973,Bolivar 1357.,4,1
25608-39X,Vieira Souto 2468.,3,2
G4599KCB,Independencia #999.,3,1
594X9,Del $ol 123.,4,2
5900408,Pacifico 1357.,0,1
31554,Bolivar 2468.,4,2
261007,Atlantico 987.,1,2
55016,Los Andes 987.,5,2
017636,Independencia 2468.,5,1
36032-841,Das Pedras 2468.,2,1
X6181,AMerica 2468.,0,1
75954-045,Bra$il 1357.,3,1
48238-508,DO Porto 2468.,3,2
L4820BWZ,Pacifico 987.,1,2
8609130,Del $ol 456.,3,1
V6110NWM,Libertad 123.,5,1
44559-006,Das Pedras 2024.,5,1
F9209DNR,Independencia 2468.,5,1
0074639,Pacifico 123.,6,1
766822,Revolucion 456.,4,2
92015-901,Paulista #999.,3,2
9194504,San Martin #999.,6,2
4X922,San Martin #999.,4,2
3656,Libertad 2024.,4,2
W3257COW,Los Andes 1357.,3,2
Y1313LBH,AMerica 123.,6,1
UXX75MYN,AMerica 987.,4,2
1950705,Revolucion 2468.,2,1
0860X18,Pacifico 987.,5,1
9067325,AMerica 2024.,5,1
J5902LPN,Libertad 123.,3,2
8526449,Atlantico 123.,0,1
858573,Revolucion #999.,6,2
0054,Pacifico #999.,0,2
20461-9X7,Paulista 2024.,2,2
50660-273,Oscar Freire 987.,1,1
2617,Libertad 2024.,3,1
X905X-974,Vieira Souto 2468.,3,1
43799,Bolivar 123.,1,1
540332,Revolucion 456.,4,2
L3927SHG,Independencia 1357.,1,1
2701,Atlantico 2468.,3,1
3016,Pacifico 987.,1,1
G3502YGT,Pacifico #999.,2,1
00653-021,Bra$il 123.,1,1
9198604,Independencia 2468.,1,1
5935,Revolucion 123.,1,1
A6113AVE,Bolivar 456.,1,1
01804-075,Ouvidor 1357.,2,1
05911-873,Das Flores #999.,4,1
26588-09X,DO Porto 456.,4,1
835489,Los Andes 2024.,1,2
68675,Bolivar 987.,2,2
4500X2X,Atlantico 2468.,2,1
O8595PHY,San Martin 1357.,5,1
X605221,Bolivar #999.,3,2
566342,Independencia 123.,4,2
361450,AMerica 456.,1,1
040452,Del $ol 1357.,6,1
92147,Del $ol 1357.,5,1
48X801,Revolucion 123.,1,1
3410,AMerica 456.,3,1
Y4070PEZ,Bolivar 2468.,5,1
33831-000,Oscar Freire #999.,6,2
F3002SBQ,Libertad 2468.,2,1
08404-465,Paulista 2468.,4,1
X491,Los Andes 2468.,6,1
7360XX9,Independencia #999.,3,1
0858,San Martin 1357.,1,1
319708,Independencia 1357.,1,1
53147-XX9,Das Flores 2024.,3,1
M0668CKH,Del $ol 2024.,4,1
Y9044VTK,Independencia #999.,2,1
76019X,AMerica 456.,1,2
13100-810,Das Flores 123.,0,2
0092471,Atlantico 2468.,2,2
E2215CPX,Atlantico 2468.,3,2
6494X0,Bolivar 987.,5,2
705954,Bolivar 987.,5,2
24063-800,Das Pedras 987.,1,1
707532,Pacifico 456.,2,2
0312,Independencia 123.,2,1
4108016,Bolivar #999.,6,1
I0036ZVE,San Martin 456.,3,1
87408-853,Bra$il 123.,4,1
84003,Los Andes 123.,3,1
5035,Del $ol 1357.,4,1
44328-830,DO Porto 123.,6,1
010113,Atlantico 987.,2,1
726105,Bolivar 2468.,3,2
4927532,Atlantico 2024.,6,1
920050,Libertad 2024.,1,2
R9444EZL,Del $ol 456.,3,2
M92X3XID,Bolivar 987.,1,2
7X26,Independencia 456.,6,2
94483-209,Das Pedras 987.,1,2
B5806PGK,Libertad 2024.,3,1
S81X0WGB,Pacifico #999.,5,2
79XX,Bolivar #999.,6,2
42600-77X,Das Pedras 2468.,3,1
X3826PUY,AMerica 2468.,2,1
0574060,Bolivar 2024.,4,2
10342,Pacifico 456.,5,1
02008-193,Ouvidor 2468.,0,1
108X1-965,Ouvidor 123.,5,1
3302,Atlantico 1357.,3,2
7391X5,Revolucion 1357.,1,2
A5478HUR,Atlantico 2468.,4,1
X5X264,Los Andes 987.,1,2
56516-619,Oscar Freire 987.,3,1
619855,AMerica 123.,6,1
8X1484,Pacifico 1357.,4,1
J502XYFQ,San Martin #999.,2,1
X9X069,AMerica 456.,3,1
4180,Revolucion 2024.,4,2
818464X,Independencia 123.,0,2
48989-129,Paulista 2468.,6,1
6558,Los Andes 2024.,4,2
4730,Revolucion 123.,3,1
9000,Los Andes 123.,2,1
027992,San Martin #999.,2,2
12594,Del $ol 2468.,5,1
P1540QMZ,Los Andes 2024.,3,1
OX004UZU,Independencia 2024.,0,2
0714660,Del $ol #999.,1,2
832084,Los Andes 1357.,3,1
J981XNQH,Los Andes 2024.,6,1
28628-627,Oscar Freire 123.,4,2
7284080,Bolivar 123.,1,1
1282,Pacifico 987.,2,2
60306-724,Das Pedras 1357.,6,2
0467712,Del $ol 987.,2,2
57216-941,Das Pedras 2024.,0,2
8559,Pacifico 2468.,2,2
D9820YRW,Los Andes 123.,6,2
7X02,Independencia 456.,5,2
00475,Bolivar 2468.,5,1
25093-925,Bra$il 1357.,5,2
07269,Libertad 1357.,4,2
56311,Independencia 1357.,3,2
9863,San Martin 987.,6,2
150037,AMerica 2024.,5,1
7631637,Libertad 2468.,0,2
4006,Del $ol 987.,4,1
7022917,AMerica 2468.,1,1
Z0005DMR,Atlantico 2468.,5,2
J0554NSP,San Martin 2468.,6,1
0001149,AMerica 987.,1,1
79862-057,DO Porto 2024.,6,1
K4X87SSA,Revolucion 1357.,0,2
3710,Pacifico 2024.,3,2
H8505DQO,AMerica 123.,5,2
373439,Del $ol 123.,0,2
D1002NZJ,Revolucion 1357.,6,2
9X714,Pacifico 2024.,1,2
01710,AMerica 2024.,5,2
12300,San Martin 123.,3,1
08260-171,Ouvidor 456.,6,1
4028,Revolucion 2024.,3,1
5417X,Del $ol 2468.,6,1
4720,San Martin 123.,5,1
2054X77,Libertad 2468.,4,1
06330-626,Bra$il 987.,3,2
021050,Independencia 456.,6,1
0957809,Revolucion 987.,5,1
0450780,San Martin 2468.,2,1
1003,Los Andes 123.,0,2
86000-305,Das Pedras 1357.,0,1
X2504,Independencia 1357.,1,2
D4903TGR,San Martin 456.,4,2
PX004WUO,Del $ol 2024.,3,2
0899107,Pacifico 2468.,2,2
E2962GIM,San Martin #999.,5,1
3X11,San Martin 987.,3,1
6072,Los Andes 1357.,4,1
40291,Atlantico 987.,0,2
53540X4,Libertad 456.,3,2
06203,Independencia 456.,3,2
7765,Revolucion 456.,4,1
0X01823,Del $ol 987.,0,1
95900,Pacifico #999.,0,2
4007,San Martin #999.,0,1
G401XXPJ,Independencia 456.,6,2
60X70,AMerica 2024.,1,2
PX226FCW,Independencia 1357.,5,1
052X5-014,Oscar Freire 1357.,1,1
55196-841,DO Porto 987.,0,2
83402,Del $ol 456.,5,2
4123,AMerica #999.,3,1
04884,Atlantico 2024.,2,2
078200,AMerica 2024.,5,1
P0872YDI,Independencia 987.,0,2
85498-007,Bra$il 1357.,4,2
32023,Independencia 1357.,1,2
668153,San Martin 2468.,1,2
549817,AMerica 123.,0,1
0X037-X94,Ouvidor #999.,0,2
15012,Del $ol 2468.,4,1
278143,Del $ol 456.,2,2
6074,Libertad 2024.,1,1
98001X,Atlantico 456.,4,1
04353-601,Das Pedras #999.,6,1
L1222HNF,AMerica 456.,5,2
5581369,Del $ol 456.,2,2
6009474,San Martin 1357.,2,1
20401X2,Independencia #999.,2,2
G0449JRD,Libertad #999.,3,2
3322460,Libertad 123.,3,1
0708,Independencia 456.,1,1
5008,San Martin #999.,0,2
AX417ZMV,Los Andes 2024.,4,2
112200,Pacifico 123.,3,2
1600,Del $ol #999.,0,2
7502,AMerica 2024.,3,1
18078,Independencia 456.,2,1
50X94,Del $ol 456.,1,1
49839,Atlantico 2024.,5,2
4080097,Del $ol 123.,4,1
3684,Del $ol 123.,0,2
22366,Atlantico 1357.,2,1
489026,Pacifico 1357.,0,1
08161X4,Atlantico #999.,0,2
D3896EAB,AMerica #999.,4,1
XX090,Del $ol #999.,5,2
5069012,Revolucion 2468.,4,2
X4732-X92,Bra$il 1357.,6,2
D3306WXU,Los Andes 123.,6,1
0561,Libertad 123.,3,1
0X78,AMerica 123.,0,1
38079-505,Bra$il 2024.,3,1
8994,Atlantico 123.,1,2
801524,Del $ol 987.,2,1
9910,Revolucion 987.,6,2
3042,Libertad 123.,5,2
006064,Bolivar 456.,3,1
234024,San Martin 987.,1,1
0503,San Martin 2468.,4,1
4339,Libertad 987.,0,2
D2489OAM,Los Andes #999.,5,2
K9334KZY,Pacifico 2468.,6,1
402X001,Revolucion 456.,3,1
8X185,Independencia 1357.,5,2
10119-257,Ouvidor 1357.,0,1
26900-055,Ouvidor #999.,5,2
D0971BNW,Libertad 2024.,6,2
0778441,Independencia 1357.,5,2
39341-450,Paulista #999.,0,2
1087019,Independencia 1357.,4,1
36150-321,Bra$il 987.,0,2
X810,Los Andes 1357.,2,2
00724,Pacifico 456.,2,1
3541,Del $ol 2024.,6,1
868993,Bolivar 1357.,0,1
427182,AMerica #999.,4,1
J7807FLJ,Independencia 2024.,1,2
8679,San Martin #999.,6,2
072X13X,Pacifico 1357.,2,1
2188,AMerica 2468.,5,1
S4712WCC,Pacifico 123.,2,2
15775,Independencia #999.,5,1
69270-695,Das Pedras 2024.,6,1
10330-547,Bra$il 456.,2,1
R8477MND,Independencia 1357.,5,2
65433-301,Oscar Freire 1357.,3,1
234859,Los Andes 2024.,0,1
22X07,San Martin 987.,4,2
62354,Bolivar 123.,3,2
01604-700,Rio Branco 2468.,1,1
0324,Pacifico 456.,4,2
P6X27DAH,Libertad 2468.,0,2
80X60,Bolivar 987.,3,1
9546,Pacifico 2024.,5,2
5953870,AMerica 1357.,6,1
809354,Libertad 456.,0,1
D5251AXA,AMerica #999.,2,1
7978,Revolucion 2468.,1,2
039341,Pacifico 2468.,3,2
9060600,San Martin 987.,1,1
6378189,Pacifico 2468.,1,2
24X0,Pacifico #999.,6,2
5141,Atlantico 987.,6,2
17877-906,Ouvidor 987.,5,1
2061,Bolivar 987.,2,1
F7852ANZ,Revolucion 987.,5,1
7400,AMerica 123.,1,2
16X051,Del $ol 2024.,4,1
60072,Pacifico 123.,0,1
L4602WMZ,AMerica #999.,5,2
233164,Revolucion 987.,6,2
520655,Bolivar 1357.,4,2
46168-720,Paulista 456.,3,2
1760,Atlantico 2468.,5,1
6642,Independencia 1357.,6,1
E4215LHN,Independencia 987.,1,2
7352X43,Los Andes 2468.,5,1
26X7171,Revolucion 987.,5,2
9775,Del $ol 987.,4,2
576512,Revolucion 2024.,4,1
83923,Independencia 123.,5,2
180XX-142,Paulista 456.,1,2
1015,Independencia 2024.,4,2
12769X,Los Andes 2468.,2,1
6920,Del $ol #999.,3,2
81635,San Martin #999.,3,2
773097,San Martin #999.,4,2
7XX636,Pacifico 2024.,2,2
433169,Bolivar 987.,4,2
60504-283,Ouvidor 2468.,1,2
0204064,Revolucion 456.,2,2
00831-463,Ouvidor #999.,4,2
X85211,Del $ol 1357.,3,2
K9740TSF,Del $ol #999.,3,1
2144388,Revolucion #999.,6,2
R2789AGZ,Del $ol 1357.,1,2
62491-3X1,Paulista 123.,4,2
5499X05,Independencia #999.,6,1
P9793CWO,Atlantico 456.,1,1
90640,San Martin 123.,3,2
03285,AMerica 987.,6,1
6038,Revolucion 1357.,2,2
L78X1CDQ,Atlantico 987.,1,2
3650X,Pacifico 456.,2,2
009X8,AMerica 123.,4,1
8945,Los Andes 987.,1,1
233X9-599,Paulista #999.,6,1
8532340,Bolivar 2024.,4,1
9417,AMerica 987.,6,1
027X,Los Andes 123.,4,1
19320,Revolucion 456.,4,2
05370,Pacifico 1357.,2,2
843140,Libertad 2024.,0,1
9943,San Martin 1357.,3,2
W8367TDB,Pacifico 2024.,3,1
30160,Los Andes #999.,6,2
563510,Atlantico #999.,4,2
6121479,Bolivar 2024.,4,2
0078,Independencia 987.,2,1
72780-959,Paulista #999.,5,1
44887,Atlantico 2468.,5,1
S5058DMI,AMerica 456.,3,1
04X51,Libertad 456.,4,2
2562190,Del $ol #999.,1,1
04121,Revolucion 987.,1,1
40461,Bolivar 987.,5,1
9417,Libertad 987.,4,1
49304-227,Ouvidor 2024.,0,1
228146,Los Andes 987.,5,2
41132,San Martin 456.,6,2
1850768,AMerica #999.,3,2
09473,Revolucion 2024.,4,1
2308,San Martin 2468.,3,1
46629,San Martin #999.,4,2
10240,Atlantico #999.,4,2
75X188,Del $ol 2468.,4,2
X2300-931,Rio Branco 987.,6,1
8111X,Libertad 456.,6,1
92703-002,Ouvidor #999.,6,2
899758,Bolivar 1357.,5,1
A517XXSO,Del $ol #999.,4,1
913464,Revolucion 1357.,0,1
Y2909WEN,AMerica 2024.,4,2
464241,Libertad 456.,3,1
863559,Libertad 2024.,1,1
5092897,Atlantico 2468.,1,1
021239,Del $ol 456.,0,1
7146,Atlantico 123.,2,1
24256,San Martin 987.,0,1
0574,Los Andes 123.,3,1
9290,AMerica 987.,6,2
803X,Revolucion 123.,4,1
014210,Pacifico 1357.,2,2
163790,Libertad 2024.,1,2
87099-386,Das Pedras 2468.,4,1
170009,Independencia 123.,6,1
C8545OUP,Independencia 2468.,2,2
21662-917,Das Pedras 987.,1,2
6842,Bolivar 123.,1,2
08319,Atlantico 1357.,0,1
64031X,Independencia 987.,1,1
06X647,Los Andes #999.,4,2
19X28,AMerica 456.,6,2
1X09511,San Martin 1357.,6,1
X3X901,Bolivar 123.,3,1
N0212MBI,Libertad 2468.,1,2
EX571FUM,Del $ol 1357.,3,1
Z4680YBM,Independencia #999.,5,1
37601X7,Libertad 1357.,0,2
A7417XTJ,Bolivar 123.,6,2
2772130,Atlantico 123.,0,1
6680044,Del $ol 987.,3,2
7510325,Bolivar #999.,0,2
81097-052,Paulista 2024.,4,1
0979098,Libertad 987.,0,1
L2527LNH,Revolucion 456.,1,2
0X27,Revolucion 1357.,0,1
5106,San Martin 987.,2,1
860174,Bolivar 456.,5,2
034X8-101,Das Pedras 1357.,4,1
0X12X32,AMerica 2024.,5,1
3175,Los Andes 2468.,5,1
54329-096,Ouvidor 987.,5,2
60160,Bolivar 123.,4,2
7360864,Libertad 2468.,1,2
28200-781,DO Porto 2024.,1,2
5299888,Atlantico 1357.,0,2
9542,Libertad 1357.,4,1
78170-257,Bra$il 987.,0,2
1446X94,San Martin 1357.,0,2
X59X,Pacifico 987.,3,1
009046,Pacifico 1357.,0,1
1008620,Libertad 123.,5,1
X715,AMerica 456.,2,1
0712,Atlantico 1357.,6,1
4100279,AMerica 456.,0,1
1096217,Los Andes 456.,5,2
3027,Libertad 987.,6,2
1033,Revolucion 987.,0,2
